"f1","f2","f3","f4","label"
14.56,23.61,0.81,61.09,"nope"
27.23,18.00,0.69,251.33,"nope"
21.17,22.60,2.03,86.91,"nope"
15.44,23.23,1.59,97.26,"nope"
18.35,22.06,1.62,109.89,"nope"
39.08,22.86,4.01,177.38,"nope"
27.41,20.17,0.71,138.69,"nope"
13.90,20.04,0.04,65.63,"nope"
23.34,17.34,0.96,183.54,"nope"
25.45,21.16,0.67,177.39,"nope"
21.63,19.19,1.26,149.59,"nope"
11.14,19.90,1.16,67.94,"nope"
14.51,20.42,1.14,118.95,"nope"
33.31,21.11,0.82,184.14,"nope"
22.36,25.27,0.74,105.04,"nope"
54.00,34.23,0.89,195.46,"nope"
145.23,32.21,23.80,641.32,"nope"
283.39,30.73,27.46,1096.91,"nope"
478.15,32.92,15.46,3100.68,"nope"
444.72,29.75,69.21,1826.67,"nope"
99.09,33.51,10.68,407.10,"nope"
22.24,22.47,3.04,145.19,"nope"
31.43,16.50,0.18,372.37,"nope"
21.68,19.72,0.73,165.38,"nope"
24.18,28.96,2.24,96.62,"nope"
18.38,18.35,0.25,124.51,"nope"
20.17,26.79,0.29,129.29,"nope"
21.51,25.91,2.29,90.26,"nope"
26.29,21.08,2.03,217.46,"nope"
26.67,18.61,1.09,454.69,"nope"
19.03,20.82,2.25,125.32,"nope"
23.10,24.33,2.32,94.07,"nope"
22.87,22.07,0.81,198.86,"nope"
16.10,23.63,0.92,118.06,"nope"
18.43,22.24,0.77,128.40,"nope"
20.25,21.34,0.36,158.00,"nope"
15.09,27.58,1.58,91.63,"nope"
16.08,27.59,2.42,68.53,"nope"
21.72,24.87,0.90,146.99,"nope"
14.81,21.21,1.19,81.46,"nope"
17.95,19.11,0.31,229.55,"nope"
18.36,18.68,1.21,227.88,"nope"
16.80,20.60,1.04,159.61,"nope"
17.38,22.83,0.61,99.12,"nope"
17.66,18.43,0.76,183.19,"nope"
19.01,21.27,0.90,132.58,"nope"
19.49,19.97,0.81,129.72,"nope"
26.03,21.66,1.28,154.32,"nope"
28.19,20.12,1.99,190.61,"nope"
28.29,20.65,1.11,281.06,"nope"
18.71,25.50,1.73,166.75,"nope"
23.98,22.99,1.07,185.60,"nope"
18.57,24.67,2.26,131.00,"nope"
16.08,23.43,2.66,101.73,"nope"
12.97,20.79,0.41,76.37,"nope"
16.83,24.41,0.97,85.55,"nope"
16.87,25.54,1.66,114.86,"nope"
30.11,20.58,1.39,457.03,"nope"
20.56,18.91,1.97,267.54,"nope"
15.40,19.22,0.19,159.45,"nope"
12.05,21.97,1.40,69.96,"nope"
21.39,22.20,1.17,103.08,"nope"
22.38,18.04,0.34,163.74,"nope"
22.96,19.34,1.40,140.51,"nope"
27.27,23.50,0.75,220.88,"nope"
29.51,20.88,3.12,361.03,"nope"
20.01,25.97,0.79,100.73,"nope"
19.97,23.19,0.29,175.39,"nope"
15.41,28.34,2.65,111.11,"nope"
15.48,19.27,0.56,231.63,"nope"
12.11,22.46,0.65,68.13,"nope"
10.30,23.94,1.34,69.16,"nope"
19.24,23.85,2.39,132.05,"nope"
16.35,26.91,2.58,75.96,"nope"
25.20,28.49,0.55,202.56,"nope"
43.91,31.71,4.39,204.90,"nope"
75.66,30.68,21.30,216.32,"nope"
140.32,33.75,7.81,629.12,"nope"
115.47,33.52,6.15,524.32,"nope"
132.43,31.80,15.26,501.56,"nope"
137.27,30.99,11.41,367.05,"nope"
21.14,26.72,3.82,86.65,"nope"
17.17,20.62,0.97,179.09,"nope"
24.85,21.56,0.46,181.36,"nope"
15.88,21.95,1.10,124.71,"nope"
15.59,16.77,0.82,217.03,"nope"
22.52,19.71,1.68,137.19,"nope"
22.12,20.97,0.96,140.86,"nope"
23.35,22.20,1.79,205.50,"nope"
18.92,16.42,0.27,292.40,"nope"
17.90,20.46,0.37,183.22,"nope"
19.64,23.07,1.62,120.43,"nope"
22.46,21.82,1.00,137.02,"nope"
19.10,19.26,0.96,135.30,"nope"
18.94,23.02,1.16,84.49,"nope"
15.07,19.92,0.67,155.07,"nope"
105.36,30.29,22.33,380.67,"nope"
21.96,27.07,1.41,83.77,"nope"
24.97,15.18,1.30,236.63,"nope"
56.32,31.09,4.95,184.43,"nope"
11.40,20.85,1.27,111.76,"nope"
13.53,19.83,0.16,165.43,"nope"
74.10,32.38,2.62,350.16,"nope"
23.47,23.22,2.03,84.95,"nope"
33.47,18.10,1.64,229.55,"nope"
88.03,32.65,18.48,310.93,"nope"
35.34,23.37,2.80,209.29,"nope"
18.49,18.60,1.66,297.44,"nope"
107.38,31.71,3.61,515.48,"nope"
233.06,29.56,34.71,805.58,"nope"
17.83,25.33,2.04,122.51,"nope"
16.78,20.74,0.65,115.08,"nope"
24.73,19.45,1.46,196.97,"nope"
14.99,25.36,1.44,97.02,"nope"
17.34,19.35,0.35,180.41,"nope"
15.56,19.41,0.81,163.26,"nope"
23.63,18.92,0.94,258.40,"nope"
26.04,19.73,0.90,258.48,"nope"
15.02,23.15,0.21,163.66,"nope"
24.76,19.84,1.21,175.75,"nope"
21.96,19.98,0.76,164.55,"nope"
18.01,21.01,1.30,89.25,"nope"
27.21,15.12,1.54,488.85,"nope"
19.63,18.27,1.20,174.32,"nope"
31.08,15.76,1.47,379.13,"nope"
1129.26,23.99,11.44,5427.00,"nope"
32.73,17.93,1.68,263.17,"nope"
20.63,21.19,1.54,107.10,"nope"
55.65,19.26,4.19,451.05,"nope"
136.98,17.96,0.88,832.05,"nope"
10.77,23.56,1.80,53.11,"nope"
21.47,25.63,0.49,154.37,"nope"
29.10,28.21,2.17,160.28,"nope"
34.03,28.15,1.23,134.64,"nope"
29.20,30.20,0.72,159.47,"nope"
15.99,20.73,1.14,116.95,"nope"
26.15,21.95,1.94,274.66,"nope"
30.81,21.78,1.40,267.22,"nope"
22.52,18.92,1.39,204.70,"nope"
12.47,23.33,1.07,61.57,"nope"
12.12,22.34,1.52,74.48,"nope"
14.20,22.78,1.53,116.53,"nope"
20.49,23.45,2.24,151.77,"nope"
35.92,23.20,3.40,203.97,"nope"
16.16,20.51,2.37,87.58,"nope"
20.08,22.59,1.31,84.94,"nope"
25.83,21.51,0.80,169.91,"nope"
15.64,21.46,1.63,69.58,"nope"
24.67,20.02,1.93,124.73,"nope"
25.94,21.89,0.54,211.72,"nope"
23.78,19.06,2.51,153.72,"nope"
29.72,16.32,1.68,279.88,"nope"
16.56,24.43,0.73,56.76,"nope"
24.83,22.67,2.26,129.80,"nope"
20.88,17.69,1.33,163.46,"nope"
16.86,20.94,0.89,112.89,"nope"
31.00,19.73,1.22,171.20,"nope"
27.80,18.07,0.84,192.48,"nope"
26.54,18.66,0.87,144.60,"nope"
28.08,18.06,1.38,127.13,"nope"
12.86,23.75,1.35,108.15,"nope"
13.66,21.78,0.19,77.35,"nope"
15.62,21.00,2.55,96.80,"nope"
17.73,20.61,0.96,137.39,"nope"
14.04,22.65,1.37,82.67,"nope"
12.83,24.56,1.07,78.88,"nope"
15.04,23.39,1.26,86.85,"nope"
20.05,18.78,1.37,272.60,"nope"
14.76,20.48,1.15,195.50,"nope"
12.02,22.14,1.84,161.72,"nope"
17.40,30.15,0.43,116.99,"nope"
13.77,31.59,1.67,103.42,"nope"
124.32,31.87,21.35,302.31,"suck"
185.25,31.27,23.39,570.61,"suck"
264.43,31.87,28.76,815.28,"suck"
295.76,34.42,43.34,1700.58,"suck"
320.55,34.63,95.58,1326.16,"suck"
306.64,33.81,35.37,1661.69,"suck"
13.13,25.53,0.60,69.66,"nope"
20.96,22.62,1.00,141.92,"nope"
22.19,22.43,1.78,222.28,"nope"
19.10,21.86,0.52,231.59,"nope"
27.95,22.85,1.68,193.69,"nope"
26.15,19.41,1.19,140.46,"nope"
17.86,19.46,0.46,110.20,"nope"
138.17,33.68,18.09,351.53,"suck"
213.16,32.98,26.15,795.70,"suck"
321.00,31.62,41.85,1259.04,"suck"
313.75,34.49,48.31,1021.60,"suck"
341.87,29.57,48.91,951.18,"suck"
277.66,30.82,29.01,747.09,"suck"
315.99,33.24,8.23,1972.16,"suck"
253.83,33.22,33.96,776.78,"suck"
153.87,33.87,23.28,486.26,"suck"
25.41,21.49,1.45,216.95,"suck"
13.54,20.95,0.93,138.34,"nope"
15.41,21.99,1.26,124.00,"nope"
26.77,21.48,2.21,281.54,"nope"
26.15,14.24,1.79,506.72,"nope"
14.90,17.95,0.20,188.41,"nope"
17.52,22.74,1.26,178.18,"nope"
58.59,35.14,12.26,281.63,"suck"
179.74,34.31,14.00,860.73,"suck"
9.69,22.63,0.83,52.08,"nope"
12.27,20.58,1.06,120.55,"nope"
10.96,26.16,1.17,84.22,"nope"
27.40,29.40,2.14,168.95,"suck"
83.51,31.70,6.67,227.48,"suck"
95.62,31.30,6.99,307.90,"suck"
88.11,30.78,2.21,270.59,"suck"
103.14,28.91,6.86,294.72,"suck"
126.80,30.04,5.96,388.75,"suck"
219.78,28.59,10.55,1044.30,"suck"
19.08,19.88,0.33,154.08,"nope"
13.51,21.57,1.15,119.28,"nope"
21.09,15.92,2.02,568.69,"nope"
26.83,20.41,0.75,381.06,"nope"
24.83,21.27,2.94,404.47,"nope"
10.76,24.54,1.00,56.47,"nope"
22.65,23.63,0.66,314.94,"nope"
22.87,22.65,2.15,237.98,"nope"
19.75,21.50,0.71,214.20,"nope"
15.23,18.89,1.20,228.82,"nope"
12.50,21.66,0.52,86.98,"nope"
12.78,21.14,0.51,105.56,"nope"
11.85,23.89,0.30,98.21,"nope"
10.45,24.27,0.89,46.81,"nope"
11.74,26.08,0.91,140.27,"nope"
17.86,18.30,1.22,224.94,"nope"
18.82,20.89,2.52,168.23,"nope"
12.00,21.23,1.33,104.66,"nope"
12.23,22.07,0.57,72.59,"nope"
21.58,15.46,0.57,559.70,"nope"
17.01,19.94,1.45,166.76,"nope"
11.90,23.22,0.28,85.38,"nope"
12.74,23.60,0.24,80.45,"nope"
66.67,34.89,17.48,287.99,"suck"
61.20,35.32,4.92,272.42,"suck"
49.70,34.22,1.62,162.39,"suck"
59.34,31.95,4.19,251.31,"suck"
90.84,30.37,14.44,452.45,"suck"
83.58,34.41,4.29,265.47,"suck"
103.47,34.50,10.30,293.02,"suck"
95.45,34.26,14.45,499.88,"suck"
112.40,33.43,14.37,331.07,"suck"
87.95,33.01,11.27,327.75,"suck"
8.68,23.80,1.30,74.49,"nope"
13.94,22.05,0.97,117.30,"suck"
160.72,33.29,15.41,947.92,"suck"
20.78,18.98,1.31,227.77,"nope"
22.67,16.59,1.18,216.30,"nope"
16.52,17.72,0.88,157.57,"nope"
13.96,17.55,0.84,252.58,"nope"
121.42,30.02,15.18,497.46,"suck"
126.35,31.10,16.23,367.21,"suck"
172.37,32.11,7.36,711.79,"suck"
169.83,31.76,34.78,606.18,"suck"
155.45,32.62,6.66,521.79,"suck"
134.61,31.29,9.80,473.08,"suck"
11.96,22.92,0.33,59.41,"nope"
62.17,25.54,12.23,267.09,"nope"
13.86,18.04,0.88,212.08,"nope"
14.12,21.99,1.40,151.68,"nope"
16.10,24.92,1.28,165.50,"nope"
171.62,17.70,1.19,592.64,"nope"
179.73,21.16,7.31,811.04,"nope"
74.55,20.72,2.08,449.17,"nope"
72.07,18.81,0.52,385.99,"nope"
13.80,17.49,0.96,236.83,"nope"
19.07,20.09,1.35,99.48,"nope"
8.06,27.27,1.90,51.42,"nope"
6.92,27.38,0.54,54.13,"nope"
7.48,27.97,0.65,42.34,"nope"
6.88,28.17,0.46,27.65,"nope"
7.91,26.58,0.75,25.15,"nope"
7.78,26.07,1.01,28.17,"nope"
6.94,28.27,0.94,27.30,"nope"
8.29,26.49,0.91,43.15,"nope"
7.39,30.01,0.55,22.95,"nope"
7.36,27.63,0.63,48.61,"nope"
5.78,29.47,1.08,28.11,"nope"
6.54,27.46,0.81,26.30,"nope"
7.93,29.46,1.04,40.04,"nope"
7.30,28.37,1.22,19.00,"nope"
8.09,29.70,0.57,39.41,"nope"
8.13,25.58,0.43,51.07,"nope"
7.58,28.69,1.13,19.89,"nope"
7.52,27.95,1.87,49.67,"nope"
7.96,26.44,0.48,36.91,"nope"
7.95,26.68,0.14,36.74,"nope"
7.40,26.98,0.34,33.34,"nope"
7.23,27.12,0.79,46.07,"nope"
6.50,29.58,1.61,24.13,"nope"
7.30,24.55,0.38,43.05,"nope"
7.29,26.37,1.09,37.29,"nope"
7.77,29.59,0.86,55.95,"nope"
7.18,27.23,1.04,38.15,"nope"
7.68,24.64,1.09,39.73,"nope"
6.86,29.98,0.32,25.98,"nope"
11.05,25.42,0.34,66.98,"nope"
6.66,26.53,0.54,30.13,"nope"
6.84,28.85,0.29,33.76,"nope"
6.82,27.81,0.82,31.99,"nope"
9.26,30.29,2.69,29.53,"nope"
6.12,26.72,0.52,28.19,"nope"
7.61,27.54,1.11,28.01,"nope"
7.52,24.57,1.63,39.53,"nope"
7.05,29.04,0.81,29.09,"nope"
6.89,29.07,0.32,21.99,"nope"
8.12,27.14,1.33,34.10,"nope"
7.73,27.14,1.89,25.50,"nope"
7.88,27.00,1.10,47.89,"nope"
6.23,28.06,0.58,28.55,"nope"
6.43,27.92,1.06,36.41,"nope"
6.82,29.47,0.85,27.10,"nope"
6.86,29.57,0.34,22.07,"nope"
8.78,25.55,0.78,47.90,"nope"
6.49,28.06,0.40,28.95,"nope"
9.50,25.82,1.20,57.63,"nope"
8.08,24.23,0.97,45.97,"nope"
7.86,28.01,0.94,33.58,"nope"
54.17,22.97,2.58,373.54,"nope"
182.07,24.75,6.11,1357.06,"nope"
111.89,19.25,2.85,522.91,"nope"
29.12,19.54,0.34,161.54,"nope"
91.15,12.23,2.38,809.92,"nope"
8.09,24.99,0.59,54.48,"nope"
8.63,27.33,1.77,38.36,"nope"
8.11,28.45,0.79,24.97,"nope"
6.75,25.55,0.39,35.14,"nope"
7.54,30.91,0.53,37.01,"nope"
7.02,29.55,0.65,29.81,"nope"
7.88,26.85,0.10,47.92,"nope"
7.09,28.83,0.71,33.57,"nope"
8.08,27.45,0.79,32.39,"nope"
7.08,25.59,0.64,28.12,"nope"
6.46,23.76,0.11,29.21,"nope"
6.72,28.22,1.35,51.53,"nope"
6.90,29.97,1.21,38.78,"nope"
9.35,22.94,1.31,55.35,"nope"
197.20,16.27,8.48,1681.01,"nope"
71.65,16.58,1.93,1631.41,"nope"
113.29,22.29,4.11,860.62,"nope"
42.41,17.46,1.55,427.36,"nope"
18.43,18.09,1.03,278.03,"nope"
8.36,27.55,1.38,50.97,"nope"
8.48,25.27,1.79,38.26,"nope"
6.17,27.23,1.01,29.28,"nope"
7.66,26.77,0.61,30.87,"nope"
7.13,28.52,1.11,43.34,"nope"
6.63,28.44,0.67,37.45,"nope"
6.63,27.23,1.29,39.61,"nope"
6.55,28.64,0.82,27.33,"nope"
8.08,26.81,1.31,37.01,"nope"
6.97,27.03,1.46,33.16,"nope"
7.34,26.21,0.06,40.07,"nope"
7.66,27.87,0.19,23.93,"nope"
8.65,27.06,1.50,38.87,"nope"
6.76,26.00,0.45,36.17,"nope"
1787.43,30.66,179.65,14942.40,"nope"
309.26,21.82,17.97,2066.00,"nope"
1341.47,30.36,197.53,7354.52,"nope"
159.60,25.38,11.95,710.39,"nope"
16.82,26.57,1.80,53.47,"nope"
9.58,27.30,0.96,36.19,"nope"
7.56,27.27,0.78,30.39,"nope"
16.54,20.87,1.29,92.44,"nope"
19.06,20.52,1.31,208.45,"nope"
24.21,27.34,3.85,83.66,"nope"
27.22,28.04,2.10,158.98,"nope"
23.10,25.47,3.45,152.54,"nope"
10.88,24.47,0.28,56.95,"nope"
7.73,30.23,0.48,26.14,"nope"
7.25,28.09,1.39,35.96,"nope"
8.29,27.12,1.45,34.32,"nope"
7.18,26.96,0.83,37.75,"nope"
6.85,26.04,0.66,39.97,"nope"
7.99,25.94,0.45,30.44,"nope"
7.36,30.22,1.45,27.60,"nope"
6.76,27.06,0.16,24.09,"nope"
7.11,28.88,0.12,28.99,"nope"
7.16,26.62,0.64,31.00,"nope"
7.61,26.81,1.99,42.18,"nope"
6.99,29.09,0.50,32.64,"nope"
7.58,25.98,0.40,42.44,"nope"
7.17,26.94,0.63,44.99,"nope"
6.57,27.81,0.45,29.63,"nope"
6.50,27.05,1.61,25.64,"nope"
78.70,24.36,0.50,540.38,"nope"
245.12,25.63,11.92,1066.60,"nope"
676.11,25.41,25.14,3154.51,"nope"
876.81,29.43,4.48,8813.77,"nope"
708.24,29.46,34.60,2892.20,"nope"
1203.99,26.36,66.70,5570.81,"nope"
457.68,24.58,27.86,2955.16,"nope"
189.92,19.81,5.30,1111.86,"nope"
160.40,23.68,14.33,686.14,"nope"
461.94,24.45,6.83,2283.65,"nope"
1230.02,25.17,43.74,12423.78,"nope"
777.40,26.97,33.96,6169.67,"nope"
853.34,28.20,31.10,5615.87,"nope"
606.69,26.72,9.73,7242.41,"nope"
133.92,23.48,3.35,849.39,"nope"
18.21,16.85,1.08,136.26,"nope"
7.40,27.09,0.63,24.22,"nope"
186.98,23.27,1.62,1494.71,"nope"
237.16,24.79,11.13,1318.17,"nope"
340.19,25.22,5.81,1754.73,"nope"
568.15,26.10,22.62,1980.93,"nope"
685.69,27.30,30.90,4177.67,"nope"
527.54,27.14,15.50,2615.05,"nope"
667.15,24.04,12.74,5444.64,"nope"
89.22,22.08,3.28,992.48,"nope"
19.10,22.30,0.90,64.97,"nope"
9.10,24.09,0.81,41.27,"nope"
8.46,25.28,1.02,62.71,"nope"
6.60,23.14,1.03,68.72,"nope"
7.36,27.48,0.64,30.81,"nope"
7.31,29.70,0.14,33.98,"nope"
8.23,31.05,0.19,48.00,"nope"
6.04,27.66,0.37,24.10,"nope"
6.82,27.20,0.37,20.73,"nope"
7.22,29.36,0.72,43.57,"nope"
6.89,28.19,0.47,31.43,"nope"
7.11,27.54,0.45,31.18,"nope"
7.68,27.33,0.52,24.36,"nope"
7.03,28.02,0.64,36.33,"nope"
8.20,27.13,0.64,40.93,"nope"
7.84,25.26,0.74,48.22,"nope"
6.92,26.90,0.21,30.11,"nope"
8.02,27.26,0.18,56.10,"nope"
52.76,20.43,1.51,393.24,"nope"
142.37,19.24,0.35,1175.92,"nope"
8.54,26.06,0.93,30.41,"nope"
7.38,27.56,0.88,31.05,"nope"
7.08,27.10,1.27,40.21,"nope"
2445.13,32.97,90.00,12364.70,"nope"
96.22,28.53,14.65,354.74,"nope"
1351.35,29.83,120.83,14307.87,"nope"
750.64,22.50,13.63,5317.63,"nope"
538.57,24.23,45.84,2914.53,"nope"
600.74,25.17,41.36,3590.44,"nope"
490.63,25.44,29.82,5702.13,"nope"
330.95,25.21,18.72,2369.94,"nope"
235.93,25.13,12.18,1719.80,"nope"
161.78,24.84,2.96,1028.05,"nope"
55.17,22.55,1.04,344.28,"nope"
7.47,26.00,0.52,27.12,"nope"
7.64,27.90,0.57,34.43,"nope"
8.19,23.70,0.87,30.85,"nope"
11.36,26.16,1.32,42.20,"nope"
94.77,25.15,3.18,477.16,"nope"
251.30,27.43,6.47,1851.29,"nope"
551.77,27.26,16.56,4582.97,"nope"
801.33,25.39,27.04,6796.20,"nope"
1019.50,23.60,68.25,9774.71,"nope"
516.03,23.95,10.58,1991.24,"nope"
53.14,17.00,1.95,500.93,"nope"
7.87,26.29,0.59,32.74,"nope"
7.14,28.81,0.92,38.67,"nope"
8.01,29.88,0.90,32.81,"nope"
6.61,27.69,0.87,32.32,"nope"
1955.69,31.83,60.90,19016.78,"nope"
777.51,23.94,12.97,6927.81,"nope"
851.36,26.82,61.18,5115.11,"nope"
617.04,26.77,27.04,4946.87,"nope"
219.12,24.71,12.26,2259.17,"nope"
16.59,20.75,1.07,136.73,"nope"
9.73,25.47,0.77,112.29,"nope"
7.17,25.65,1.55,21.64,"nope"
6.93,28.95,0.47,43.97,"nope"
8.46,26.37,0.87,39.36,"nope"
6.53,24.54,0.80,24.46,"nope"
6.98,26.88,0.88,33.21,"nope"
7.01,27.43,0.64,39.24,"nope"
6.37,28.58,0.38,23.83,"nope"
8.02,29.09,0.98,32.44,"nope"
6.26,27.59,0.70,31.39,"nope"
9.14,24.55,1.48,45.66,"nope"
7.46,27.79,1.25,42.05,"nope"
6.40,26.42,0.18,40.15,"nope"
6.95,28.64,0.66,32.91,"nope"
7.97,29.30,0.32,44.51,"nope"
9.30,25.86,1.39,46.66,"nope"
7.81,28.04,1.18,24.87,"nope"
7.03,28.58,0.91,31.16,"nope"
6.78,28.06,0.56,32.19,"nope"
6.67,27.39,0.48,27.78,"nope"
6.78,26.62,0.19,39.36,"nope"
217.65,24.82,4.18,1304.88,"nope"
108.14,22.53,3.64,777.92,"nope"
226.62,21.61,6.04,1256.34,"nope"
9.91,23.37,0.67,72.69,"nope"
8.29,23.98,1.33,53.08,"nope"
6.69,27.42,0.43,36.03,"nope"
6.45,27.66,0.52,29.61,"nope"
854.79,27.27,101.87,4628.00,"nope"
2163.65,29.38,430.36,14881.31,"nope"
297.64,23.83,8.08,1314.63,"nope"
42.20,24.91,0.86,298.52,"nope"
9.64,29.34,0.87,62.15,"nope"
8.83,26.56,0.86,45.87,"nope"
8.54,27.46,0.81,32.50,"nope"
7.64,28.38,1.17,55.76,"nope"
6.66,26.30,0.27,48.16,"nope"
6.89,27.95,0.91,25.74,"nope"
8.29,27.42,1.15,27.80,"nope"
7.89,27.82,1.09,40.36,"nope"
7.07,27.22,1.68,35.69,"nope"
7.41,24.79,1.40,28.01,"nope"
9.14,25.97,1.56,39.20,"nope"
6.41,25.21,0.39,35.60,"nope"
8.03,27.47,0.39,32.05,"nope"
7.12,26.54,1.11,49.69,"nope"
6.66,28.83,1.70,33.05,"nope"
8.81,27.82,0.59,42.14,"nope"
7.73,27.41,1.02,43.76,"nope"
6.78,28.76,0.53,23.85,"nope"
6.25,26.73,0.11,49.29,"nope"
8.03,26.55,0.91,47.25,"nope"
7.41,25.70,1.21,39.20,"nope"
6.78,25.11,1.25,36.50,"nope"
8.14,28.17,1.60,30.58,"nope"
6.41,28.25,1.20,29.56,"nope"
8.74,30.97,1.46,30.19,"nope"
5.82,26.04,0.71,34.56,"nope"
7.74,27.82,1.46,27.80,"nope"
6.59,25.33,0.30,38.94,"nope"
7.96,29.04,0.55,37.06,"nope"
6.04,24.44,0.76,41.75,"nope"
7.66,30.73,1.43,27.49,"nope"
6.53,27.78,0.53,25.32,"nope"
7.35,28.45,0.26,39.83,"nope"
7.19,29.42,1.02,32.69,"nope"
7.26,29.21,0.36,36.76,"nope"
7.45,25.13,0.57,36.70,"nope"
6.03,27.74,0.35,36.13,"nope"
7.01,25.91,0.64,29.90,"nope"
6.78,30.40,0.84,24.37,"nope"
6.76,25.91,0.33,37.62,"nope"
19.75,32.71,1.00,335.49,"nope"
15.25,31.44,0.77,242.75,"nope"
7.34,28.23,0.93,25.61,"nope"
7.66,25.39,0.33,33.84,"nope"
8.68,28.60,0.61,42.30,"nope"
8.19,27.28,0.23,44.10,"nope"
7.32,28.45,0.96,44.24,"nope"
11.73,27.29,0.72,118.82,"nope"
7.06,27.83,0.70,38.44,"nope"
6.69,27.30,0.78,41.20,"nope"
6.12,28.60,1.81,28.24,"nope"
16.68,29.81,0.98,265.86,"nope"
21.49,30.71,0.43,472.05,"nope"
7.11,27.81,0.34,31.45,"nope"
8.29,29.44,1.38,26.87,"nope"
9.55,25.75,0.65,39.83,"nope"
13.89,29.77,1.78,192.62,"nope"
8.63,31.13,1.83,21.28,"nope"
16.92,34.01,0.68,301.45,"nope"
9.61,27.52,0.69,29.79,"nope"
9.75,30.34,1.54,25.28,"nope"
8.24,26.29,1.47,65.54,"nope"
9.28,26.53,1.03,72.29,"nope"
8.81,28.08,1.10,43.97,"nope"
63.02,14.72,2.35,317.56,"nope"
66.77,18.53,2.90,402.14,"nope"
538.33,28.09,56.59,1587.60,"nope"
1069.80,31.17,31.14,7661.23,"nope"
905.60,26.73,191.87,3529.48,"nope"
1058.95,29.23,106.16,4888.40,"nope"
611.75,25.88,26.10,2757.71,"nope"
20.02,19.31,3.17,143.41,"nope"
7.83,23.85,0.52,37.51,"nope"
7.06,28.60,0.51,30.16,"nope"
8.00,30.25,0.93,33.89,"nope"
1230.17,29.05,106.20,7533.98,"nope"
1536.26,29.04,199.55,5862.17,"nope"
1378.42,25.34,37.99,6034.71,"nope"
1251.23,29.58,194.37,4919.59,"nope"
1351.01,17.20,83.56,9999.10,"nope"
242.66,21.42,17.81,830.60,"nope"
1354.11,18.22,101.31,9247.41,"nope"
77.22,11.60,2.50,727.65,"nope"
21.51,15.19,1.22,176.48,"nope"
12.91,18.26,0.43,139.94,"nope"
9.85,24.79,0.80,81.98,"nope"
8.25,23.17,1.39,79.91,"nope"
10.17,27.19,0.18,49.80,"nope"
7.93,27.64,1.25,33.51,"nope"
7.97,27.86,2.01,29.02,"nope"
8.43,28.74,1.43,56.63,"nope"
6.82,25.68,0.49,30.27,"nope"
8.18,28.18,0.76,26.79,"nope"
117.36,9.75,1.08,1893.41,"nope"
187.56,20.56,8.43,1522.36,"nope"
777.25,24.89,24.98,3681.79,"nope"
1839.04,26.63,224.34,6611.02,"nope"
978.37,22.95,30.40,4252.58,"nope"
366.47,24.54,32.14,2839.50,"nope"
17.29,22.43,1.54,99.31,"nope"
9.55,22.50,0.97,76.43,"nope"
9.72,27.34,0.92,59.61,"nope"
7.16,25.95,0.54,30.81,"nope"
7.25,31.90,1.57,36.85,"nope"
1722.96,25.95,47.20,6604.63,"nope"
1741.06,27.59,321.91,6872.19,"nope"
2104.21,31.78,303.50,9283.97,"nope"
2282.61,22.57,212.64,9277.91,"nope"
1590.95,27.34,133.86,4746.90,"nope"
305.79,14.82,7.82,2717.10,"nope"
26.79,15.21,0.47,326.04,"nope"
18.37,16.38,0.76,308.45,"nope"
11.53,20.69,1.35,148.59,"nope"
9.79,24.64,1.10,72.95,"nope"
8.08,27.09,1.21,41.72,"nope"
26.76,14.46,1.04,334.02,"nope"
496.27,13.54,12.68,3844.41,"nope"
31.54,16.38,1.04,352.37,"nope"
338.81,26.30,15.27,1454.09,"nope"
346.80,30.50,13.89,1282.78,"nope"
460.76,29.71,36.10,1701.71,"nope"
1084.86,36.46,49.92,4914.93,"nope"
752.20,28.19,66.00,4108.53,"nope"
524.67,18.97,31.31,2181.73,"nope"
1075.54,31.94,52.26,4145.46,"nope"
1598.59,34.77,40.87,7572.24,"nope"
1831.78,34.66,152.53,6314.25,"nope"
1827.26,33.57,218.11,8719.70,"nope"
1885.88,33.00,90.10,7995.02,"nope"
1518.53,28.46,99.42,6630.41,"nope"
277.30,22.88,3.08,1328.28,"nope"
52.33,14.60,1.25,702.95,"nope"
13.55,22.40,1.18,80.93,"nope"
7.91,24.28,0.77,47.21,"nope"
8.70,27.53,1.52,38.47,"nope"
7.10,24.54,0.63,31.85,"nope"
7.80,30.16,0.70,24.98,"nope"
6.35,27.37,0.44,29.57,"nope"
7.95,28.37,0.63,27.93,"nope"
520.49,22.68,7.95,2205.38,"nope"
1583.45,22.99,54.12,7109.02,"nope"
1834.25,27.03,194.78,6011.79,"nope"
2071.25,28.07,260.10,10686.25,"nope"
1865.29,30.16,348.57,6406.33,"nope"
1508.20,30.73,302.92,5951.82,"nope"
369.01,24.61,17.99,1219.11,"nope"
16.16,18.78,0.58,120.05,"nope"
611.08,13.82,4.70,3884.06,"nope"
384.47,29.12,15.63,1361.25,"nope"
386.78,28.12,20.97,1491.76,"nope"
1316.77,30.39,67.78,5998.28,"nope"
2389.13,23.91,76.64,12171.22,"nope"
217.73,9.82,4.06,3536.48,"nope"
60.15,12.58,1.02,444.86,"nope"
491.12,18.73,4.54,3073.99,"nope"
1334.47,27.74,35.78,4164.98,"nope"
1259.54,35.11,83.88,3564.47,"nope"
1103.31,32.96,81.33,4584.95,"nope"
