"f1","f2","f3","f4","label"
7.11,30.04,0.66,28.58,"nope"
8.52,26.90,1.91,39.26,"nope"
9.01,30.75,0.97,30.45,"nope"
9.82,28.10,1.03,38.63,"nope"
9.47,29.50,0.59,30.12,"nope"
10.77,25.66,0.96,35.91,"nope"
9.16,24.79,1.60,38.00,"nope"
10.30,29.61,0.52,36.78,"nope"
9.74,29.25,1.71,28.99,"nope"
8.36,28.96,2.13,36.40,"nope"
9.00,31.10,1.17,38.16,"nope"
8.47,25.97,2.14,32.33,"nope"
9.72,26.50,0.82,35.02,"nope"
10.06,29.01,0.92,45.52,"nope"
8.17,27.54,1.27,32.31,"nope"
8.11,28.63,1.37,30.54,"nope"
9.93,25.10,1.93,53.86,"nope"
8.09,30.24,1.23,30.55,"nope"
6.70,26.69,0.54,30.67,"nope"
7.15,25.80,0.52,34.33,"nope"
8.70,30.94,0.74,55.10,"nope"
7.61,26.64,1.07,37.88,"nope"
7.60,27.34,0.99,66.10,"nope"
20.40,17.35,0.36,195.33,"nope"
7.37,28.70,0.63,29.13,"nope"
125.58,33.16,15.44,358.13,"suck"
147.74,35.24,17.46,598.97,"suck"
218.96,33.59,10.97,611.81,"suck"
281.75,33.16,22.30,817.96,"suck"
332.93,31.98,59.04,1453.43,"suck"
35.56,10.91,0.89,327.81,"nope"
14.09,18.99,0.60,147.99,"nope"
16.94,15.37,0.27,244.94,"nope"
18.43,22.61,1.33,230.33,"nope"
41.63,9.62,1.02,981.05,"nope"
36.53,11.39,1.13,422.92,"nope"
38.72,11.11,0.91,726.56,"nope"
26.20,12.93,0.99,452.99,"nope"
21.67,15.65,1.33,299.91,"nope"
21.39,13.56,2.32,288.05,"nope"
8.26,25.45,0.77,104.97,"nope"
108.39,39.68,6.30,649.86,"suck"
165.09,35.42,9.30,787.48,"suck"
141.02,36.68,16.06,549.71,"suck"
137.97,38.10,12.57,561.16,"suck"
152.30,38.32,10.82,771.07,"suck"
126.37,36.03,16.91,720.49,"suck"
132.30,36.43,12.16,983.46,"suck"
136.38,37.11,23.86,682.83,"suck"
136.58,34.13,32.17,534.67,"suck"
136.45,35.15,20.21,499.78,"suck"
8.56,26.75,0.55,35.15,"nope"
7.54,26.84,0.42,35.53,"nope"
7.96,28.13,0.07,40.72,"nope"
12.49,30.18,1.91,47.11,"nope"
9.20,29.40,1.61,35.57,"nope"
7.65,29.79,1.12,33.72,"nope"
13.81,22.80,1.70,65.49,"nope"
12.40,26.51,1.49,56.68,"nope"
10.53,26.05,2.04,36.98,"nope"
21.56,26.89,2.16,85.31,"nope"
11.98,21.25,0.45,167.00,"nope"
10.14,28.35,0.69,44.77,"nope"
10.35,26.46,1.55,60.29,"nope"
9.29,27.19,0.26,31.75,"nope"
92.39,16.25,4.64,549.85,"nope"
59.15,24.38,3.96,221.49,"nope"
51.32,15.31,0.92,435.70,"nope"
78.23,14.61,4.00,1048.00,"nope"
43.12,12.17,2.84,704.98,"nope"
349.51,27.95,19.34,2416.18,"nope"
22.58,17.88,1.02,357.38,"nope"
12.25,19.55,1.97,151.31,"nope"
10.48,22.84,1.10,130.15,"nope"
10.68,18.74,1.14,136.16,"nope"
10.60,22.14,1.47,115.35,"nope"
11.14,17.42,0.22,176.25,"nope"
10.81,21.03,0.81,125.91,"nope"
12.79,17.22,0.48,203.72,"nope"
11.83,16.88,1.23,193.62,"nope"
12.15,18.14,0.21,174.19,"nope"
23.99,10.35,1.03,716.44,"nope"
17.70,13.06,0.56,410.46,"nope"
9.84,17.37,0.73,200.81,"nope"
11.35,20.88,0.58,179.86,"nope"
17.80,14.22,0.89,250.91,"nope"
11.82,20.11,1.71,126.90,"nope"
13.25,17.12,1.40,154.99,"nope"
9.35,21.47,1.08,96.99,"nope"
13.62,17.17,0.72,195.79,"nope"
11.37,19.97,2.01,109.07,"nope"
9.30,22.69,1.87,85.38,"nope"
8.22,27.17,1.17,50.83,"nope"
7.22,29.01,0.58,27.95,"nope"
7.65,29.02,1.76,28.57,"nope"
7.80,26.75,1.01,33.23,"nope"
8.04,26.86,1.25,40.86,"nope"
6.53,26.54,0.80,32.87,"nope"
8.05,26.58,0.47,78.13,"nope"
7.49,26.89,1.97,47.58,"nope"
7.64,22.79,1.18,40.09,"nope"
8.31,25.73,0.66,42.11,"nope"
8.27,26.07,1.16,49.50,"nope"
9.15,22.63,0.51,79.74,"nope"
7.02,28.45,0.83,41.64,"nope"
7.55,26.77,0.78,36.46,"nope"
6.96,24.06,0.68,30.66,"nope"
6.81,28.53,1.67,29.55,"nope"
6.61,29.96,0.84,31.90,"nope"
8.13,28.62,1.18,23.22,"nope"
7.05,30.36,1.53,29.96,"nope"
7.19,28.08,1.45,37.19,"nope"
6.43,28.67,0.80,25.18,"nope"
7.35,28.08,1.08,22.73,"nope"
9.11,25.65,0.79,55.65,"nope"
7.65,28.84,0.66,46.19,"nope"
6.55,28.26,0.23,27.81,"nope"
6.92,27.03,1.29,23.15,"nope"
7.34,25.64,0.62,54.36,"nope"
6.04,27.15,0.30,29.06,"nope"
7.47,26.78,0.24,45.64,"nope"
8.20,27.57,1.13,50.63,"nope"
6.23,27.50,0.62,23.70,"nope"
7.44,26.05,1.11,63.44,"nope"
6.71,26.90,0.46,29.05,"nope"
8.00,26.84,1.13,41.67,"nope"
6.33,27.09,1.62,24.50,"nope"
6.77,27.38,1.26,39.60,"nope"
7.39,30.04,1.39,23.99,"nope"
8.54,28.10,0.56,38.29,"nope"
7.40,27.03,0.03,40.13,"nope"
7.45,30.16,1.70,29.74,"nope"
6.44,29.34,0.56,40.09,"nope"
7.05,25.38,1.08,31.54,"nope"
6.76,27.01,0.66,33.49,"nope"
7.58,28.68,1.54,25.60,"nope"
7.52,26.86,0.35,29.35,"nope"
6.54,28.92,0.73,41.26,"nope"
7.20,25.73,1.29,25.39,"nope"
6.94,29.30,0.18,26.12,"nope"
6.52,29.28,1.57,26.49,"nope"
7.02,25.43,0.35,34.41,"nope"
6.31,28.33,1.20,21.78,"nope"
6.42,28.37,0.97,35.88,"nope"
7.44,26.58,0.44,30.54,"nope"
7.16,24.58,0.52,49.44,"nope"
7.77,25.86,0.55,38.09,"nope"
12.55,22.75,0.15,86.85,"nope"
8.46,25.08,0.44,33.89,"nope"
8.10,25.76,1.04,31.13,"nope"
7.26,26.11,0.81,27.96,"nope"
6.41,27.05,0.55,31.69,"nope"
7.43,30.59,0.91,32.05,"nope"
7.12,25.07,0.84,35.57,"nope"
7.72,25.63,0.27,38.00,"nope"
6.75,27.78,0.37,21.71,"nope"
7.39,22.81,0.48,27.17,"nope"
6.03,26.29,1.57,32.57,"nope"
6.94,26.13,0.95,29.83,"nope"
7.00,27.59,1.23,39.75,"nope"
7.29,29.86,0.58,35.90,"nope"
6.06,27.67,0.44,26.70,"nope"
6.77,29.80,1.94,35.84,"nope"
8.84,23.23,0.95,60.93,"nope"
6.79,26.35,1.20,21.99,"nope"
7.58,29.39,0.65,33.81,"nope"
6.28,26.99,0.93,24.81,"nope"
7.16,29.99,0.45,28.83,"nope"
6.28,26.24,0.55,46.57,"nope"
6.89,25.05,0.90,45.52,"nope"
8.66,30.63,0.37,29.35,"nope"
7.65,27.05,0.78,43.18,"nope"
7.07,27.30,1.59,50.50,"nope"
8.55,26.28,1.16,36.57,"nope"
6.96,25.22,0.52,26.10,"nope"
8.38,27.96,0.62,29.08,"nope"
7.17,27.01,1.50,36.52,"nope"
8.23,24.58,0.30,38.34,"nope"
11.40,26.75,0.55,86.05,"nope"
7.98,26.97,2.37,65.76,"nope"
6.15,29.38,0.65,28.14,"nope"
7.61,24.84,0.59,47.76,"nope"
7.35,26.70,0.82,43.65,"nope"
11.92,22.80,1.16,180.58,"nope"
7.26,23.83,0.81,62.99,"nope"
6.49,25.66,0.27,61.97,"nope"
7.95,21.99,0.62,42.17,"nope"
6.57,30.28,0.08,21.29,"nope"
7.43,29.57,1.09,36.79,"nope"
8.10,24.98,0.86,39.70,"nope"
6.35,29.97,1.11,30.65,"nope"
7.53,25.13,1.46,41.58,"nope"
7.08,27.30,0.69,30.67,"nope"
7.58,28.58,0.99,29.36,"nope"
6.99,26.42,1.32,39.84,"nope"
7.00,26.80,0.77,33.13,"nope"
6.94,28.33,1.57,27.25,"nope"
7.42,28.18,0.20,27.00,"nope"
7.70,27.49,0.63,49.94,"nope"
7.69,26.81,1.18,48.93,"nope"
6.46,26.71,0.23,31.42,"nope"
6.80,26.78,0.18,30.12,"nope"
6.05,30.10,0.62,30.56,"nope"
6.77,25.40,1.30,37.54,"nope"
6.72,28.67,1.28,32.62,"nope"
7.78,26.37,1.40,30.77,"nope"
7.66,26.84,0.20,23.81,"nope"
7.46,26.25,0.69,35.56,"nope"
7.24,28.65,0.71,24.80,"nope"
6.48,28.10,0.52,19.69,"nope"
7.50,26.02,0.40,30.67,"nope"
8.03,29.28,1.26,27.10,"nope"
7.20,28.78,0.38,21.01,"nope"
6.31,27.38,0.32,26.06,"nope"
7.12,26.81,0.68,39.02,"nope"
6.82,30.34,0.66,24.11,"nope"
7.77,29.70,1.50,22.22,"nope"
6.78,27.70,0.58,28.87,"nope"
7.33,27.11,1.40,25.30,"nope"
8.25,26.22,1.42,47.90,"nope"
6.83,28.10,0.51,30.28,"nope"
8.17,27.44,1.75,30.32,"nope"
8.01,25.56,0.63,38.09,"nope"
7.26,28.10,0.41,32.71,"nope"
7.48,28.77,0.36,31.79,"nope"
7.37,26.71,0.70,35.34,"nope"
6.47,26.75,0.52,43.00,"nope"
7.07,29.01,0.44,34.71,"nope"
7.31,26.16,1.09,42.94,"nope"
8.58,25.15,1.77,36.80,"nope"
7.47,27.87,1.44,38.52,"nope"
7.17,31.33,1.78,28.45,"nope"
7.96,28.09,1.62,34.97,"nope"
6.53,26.21,0.30,33.44,"nope"
7.04,27.15,1.38,35.23,"nope"
8.40,22.96,0.41,46.04,"nope"
8.80,28.10,0.35,42.17,"nope"
6.49,31.15,0.68,22.12,"nope"
6.76,27.75,0.05,22.78,"nope"
5.69,28.38,1.02,41.50,"nope"
6.28,27.20,0.57,33.21,"nope"
6.24,24.98,0.65,44.70,"nope"
8.13,28.76,1.29,51.69,"nope"
6.58,28.82,1.21,24.20,"nope"
7.86,29.82,0.92,51.81,"nope"
8.36,25.87,0.83,57.10,"nope"
7.66,26.19,1.22,40.98,"nope"
7.42,26.17,1.57,38.04,"nope"
8.66,27.08,1.05,32.12,"nope"
6.57,25.77,0.26,28.28,"nope"
7.19,26.80,1.34,37.83,"nope"
8.85,24.50,0.57,43.85,"nope"
7.26,27.95,0.56,35.78,"nope"
6.94,25.97,0.94,40.74,"nope"
17.33,25.72,2.16,59.97,"nope"
13.21,27.66,2.61,54.13,"nope"
9.94,25.07,0.68,47.47,"nope"
7.97,24.33,0.50,54.06,"nope"
10.58,23.50,0.85,76.70,"nope"
9.50,23.74,1.16,44.43,"nope"
9.96,24.20,0.53,93.70,"nope"
18.09,20.97,1.19,150.96,"nope"
10.57,24.32,1.40,58.98,"nope"
8.64,24.23,0.80,64.96,"nope"
15.37,18.26,0.21,219.20,"nope"
9.50,23.34,1.28,54.36,"nope"
13.86,22.62,0.80,104.82,"nope"
10.62,20.76,0.48,78.02,"nope"
8.69,23.02,1.19,50.53,"nope"
18.04,23.84,1.44,76.32,"nope"
18.68,34.69,4.39,63.57,"nope"
12.06,24.78,2.01,108.51,"nope"
11.66,15.39,0.71,154.80,"nope"
12.54,18.36,1.02,169.16,"nope"
9.56,27.95,0.91,37.96,"nope"
16.00,19.82,1.35,181.77,"nope"
15.05,15.93,0.22,240.67,"nope"
8.29,26.76,1.16,44.49,"nope"
15.66,17.75,1.48,174.72,"nope"
21.53,20.08,1.18,189.05,"nope"
14.44,25.64,1.69,69.80,"nope"
9.26,21.87,2.00,57.19,"nope"
6.11,26.84,0.81,37.52,"nope"
10.43,19.57,0.52,65.79,"nope"
7.79,25.08,1.22,40.77,"nope"
7.71,23.74,0.69,36.56,"nope"
7.65,29.36,0.33,42.37,"nope"
8.52,22.74,0.19,74.36,"nope"
8.94,23.78,0.70,48.03,"nope"
7.79,23.24,1.56,85.17,"nope"
9.18,25.79,1.21,86.96,"nope"
8.12,24.56,1.04,61.12,"nope"
8.02,25.88,0.54,49.13,"nope"
24.00,21.13,0.96,191.17,"nope"
12.90,22.94,1.40,94.57,"nope"
8.55,26.62,0.93,42.06,"nope"
11.12,20.51,0.64,91.66,"nope"
10.49,21.12,1.71,68.11,"nope"
20.39,17.15,1.33,256.43,"nope"
14.55,17.97,0.70,112.13,"nope"
9.40,23.29,0.51,101.74,"nope"
15.69,15.25,0.33,272.48,"nope"
12.66,19.32,1.19,109.93,"nope"
47.17,27.60,6.49,230.50,"nope"
99.22,24.05,12.52,512.98,"nope"
50.64,22.39,2.56,293.88,"nope"
23.24,21.47,2.64,131.88,"nope"
15.35,23.19,1.43,91.09,"nope"
11.49,20.00,0.40,81.77,"nope"
8.46,22.92,0.83,60.79,"nope"
9.10,25.37,0.54,37.94,"nope"
13.64,22.51,1.61,129.22,"nope"
15.50,16.31,0.50,289.70,"nope"
9.66,24.73,2.33,35.33,"nope"
8.44,28.08,0.40,30.44,"nope"
7.50,25.89,1.06,38.76,"nope"
9.14,26.67,2.10,46.99,"nope"
7.57,28.86,1.37,82.80,"nope"
7.07,27.19,0.93,19.66,"nope"
9.16,26.88,1.49,49.83,"nope"
14.08,31.58,0.95,57.27,"nope"
9.81,26.97,1.16,81.20,"nope"
7.13,29.00,1.67,26.73,"nope"
34.70,18.46,1.81,362.46,"nope"
17.71,15.43,0.60,286.05,"nope"
61.55,15.40,0.85,908.78,"nope"
56.93,21.86,3.42,902.23,"nope"
199.02,9.56,5.28,4602.60,"nope"
22.64,16.33,1.02,202.21,"nope"
13.53,17.81,0.16,162.23,"nope"
45.31,18.05,1.07,830.32,"nope"
28.44,16.93,1.59,527.30,"nope"
24.99,28.45,4.23,119.42,"nope"
10.71,23.89,1.68,63.75,"nope"
27.09,21.65,1.76,310.25,"nope"
11.68,16.51,0.64,129.94,"nope"
11.15,22.20,0.47,120.33,"nope"
10.16,24.07,0.59,65.21,"nope"
20.49,17.96,0.55,221.65,"nope"
11.11,20.51,0.34,117.25,"nope"
7.44,29.99,2.05,48.38,"nope"
13.11,17.71,1.43,155.67,"nope"
11.39,18.16,1.65,114.30,"nope"
11.22,19.78,0.83,77.07,"nope"
12.08,22.68,1.87,131.71,"nope"
17.78,17.34,3.28,247.53,"nope"
11.75,19.14,0.30,85.80,"nope"
10.78,20.60,0.19,165.58,"nope"
12.61,19.93,0.32,128.35,"nope"
13.19,18.95,0.83,172.82,"nope"
13.64,16.60,0.67,203.72,"nope"
8.85,19.25,1.15,147.27,"nope"
15.82,15.66,1.31,279.89,"nope"
13.91,15.82,0.15,191.47,"nope"
14.94,19.45,0.77,244.31,"nope"
1520.11,14.03,30.41,13489.04,"blow"
1351.11,16.13,22.27,11651.08,"blow"
1215.42,13.35,30.06,14497.65,"blow"
1384.55,13.92,54.12,8899.39,"blow"
1372.93,14.22,36.44,9247.37,"blow"
1460.96,15.39,22.85,10183.24,"blow"
1702.13,15.41,31.91,10149.29,"blow"
1887.88,16.84,73.03,13049.77,"blow"
1785.98,17.17,97.04,8412.74,"blow"
1843.82,17.05,85.40,8654.74,"blow"
1824.22,19.18,225.16,10334.33,"blow"
1659.08,16.68,31.93,12392.79,"blow"
1638.57,16.99,92.96,12344.94,"blow"
1525.33,15.82,18.19,10836.05,"blow"
1366.34,15.55,90.12,10525.63,"blow"
9.48,24.54,0.93,65.75,"nope"
24.43,11.79,0.50,711.20,"nope"
15.22,16.31,1.36,284.99,"nope"
19.45,16.28,1.44,327.51,"nope"
12.99,18.18,0.91,255.56,"nope"
8.58,22.49,0.68,103.02,"nope"
10.49,24.88,1.13,118.95,"nope"
12.01,18.45,0.86,154.87,"nope"
9.10,21.36,1.21,81.17,"nope"
8.41,23.74,0.53,59.74,"nope"
9.86,23.28,1.46,82.00,"nope"
13.88,17.72,0.96,239.82,"nope"
12.65,17.36,1.53,191.04,"nope"
8.26,30.40,0.85,59.06,"nope"
8.10,27.16,0.75,32.58,"nope"
13.57,16.77,1.46,212.40,"nope"
11.27,18.02,0.31,170.31,"nope"
8.09,27.97,0.45,51.07,"nope"
23.66,13.20,1.64,454.20,"nope"
21.43,12.63,0.69,487.42,"nope"
19.30,13.81,1.34,421.16,"nope"
9.25,22.45,0.08,96.75,"nope"
21.16,11.52,0.41,586.57,"nope"
19.94,12.22,1.07,446.49,"nope"
13.17,17.37,0.86,206.58,"nope"
10.85,20.93,1.44,101.61,"nope"
9.25,25.60,0.22,54.18,"nope"
8.97,24.72,0.93,67.61,"nope"
6.71,27.21,0.49,42.49,"nope"
14.78,14.50,0.17,165.49,"nope"
8.39,24.99,1.04,53.46,"nope"
8.51,29.72,0.63,25.11,"nope"
10.21,26.59,1.41,65.70,"nope"
19.72,18.74,0.17,238.35,"nope"
24.11,13.65,2.17,488.71,"nope"
19.24,15.17,0.64,292.71,"nope"
9.56,25.93,1.86,49.01,"nope"
13.34,17.54,0.79,226.66,"nope"
1194.58,11.70,24.79,13543.79,"blow"
1163.53,11.90,26.14,15260.19,"blow"
957.92,11.55,18.40,11147.28,"blow"
1086.58,13.30,17.32,11623.69,"blow"
1559.23,13.06,32.52,11954.04,"blow"
1277.98,17.48,71.69,7789.99,"blow"
1266.97,15.89,31.04,16924.13,"blow"
960.26,13.68,37.43,8054.24,"blow"
1167.66,14.23,33.75,9716.71,"blow"
945.00,16.42,45.49,7694.62,"blow"
1299.80,12.22,28.84,12024.82,"blow"
969.36,13.12,32.04,8568.15,"blow"
986.16,13.59,55.51,8635.15,"blow"
1060.82,14.48,14.80,8330.87,"blow"
867.71,14.66,21.20,8220.32,"blow"
1078.61,12.80,22.20,13085.46,"blow"
1292.33,15.84,99.65,10007.68,"blow"
1445.34,13.59,24.53,12031.45,"blow"
1593.26,16.00,101.89,9973.42,"blow"
1461.84,14.53,25.07,13148.85,"blow"
1270.40,13.77,62.12,9288.61,"blow"
868.83,11.89,17.63,9337.15,"blow"
1078.71,13.30,31.23,8682.08,"blow"
144.72,8.92,3.11,3093.74,"blow"
342.45,8.30,0.91,6064.52,"blow"
221.23,11.52,6.15,2306.53,"blow"
328.97,10.03,1.77,3456.19,"blow"
515.89,8.74,2.57,5965.77,"blow"
485.78,8.51,7.37,7227.01,"blow"
972.89,12.18,10.52,11147.30,"blow"
573.94,13.02,27.85,5709.52,"blow"
918.26,12.13,21.96,13861.08,"blow"
1887.48,18.51,41.17,14075.12,"blow"
1873.33,17.73,49.90,14336.41,"blow"
1995.34,18.67,79.92,11991.35,"blow"
1981.27,18.78,144.24,11748.36,"blow"
1715.01,20.03,111.43,14193.92,"blow"
1568.39,20.40,92.99,7459.87,"blow"
1975.86,19.95,84.12,9701.01,"blow"
1947.00,17.52,110.91,11491.67,"blow"
1499.00,17.25,72.55,10125.88,"blow"
1672.86,17.76,162.05,13358.92,"blow"
8.96,22.25,0.85,93.59,"nope"
14.05,23.47,1.35,132.04,"nope"
8.46,25.59,1.54,38.86,"nope"
11.70,21.47,0.38,104.20,"nope"
10.30,23.80,1.70,52.54,"nope"
12.40,24.50,0.77,52.14,"nope"
6.66,25.58,0.86,30.33,"nope"
6.71,27.55,0.43,23.73,"nope"
7.14,27.33,0.76,39.42,"nope"
9.07,22.61,0.51,56.44,"nope"
8.75,27.18,2.22,27.49,"nope"
6.64,28.41,0.84,27.72,"nope"
11.42,19.75,0.83,88.65,"nope"
10.52,21.13,0.56,73.06,"nope"
11.58,21.80,1.00,130.36,"nope"
13.03,23.05,0.67,89.77,"nope"
12.56,21.43,0.61,63.24,"nope"
7.23,28.26,1.06,27.89,"nope"
6.12,27.84,1.30,32.37,"nope"
9.57,20.09,0.59,156.17,"nope"
7.28,24.41,0.64,78.77,"nope"
6.59,25.62,0.89,43.91,"nope"
14.44,20.94,0.80,135.58,"nope"
15.37,19.52,0.71,167.00,"nope"
7.97,25.93,0.58,42.73,"nope"
7.57,28.93,1.51,29.30,"nope"
8.33,27.63,0.18,59.85,"nope"
8.88,24.97,0.98,52.29,"nope"
9.46,27.53,1.26,54.13,"nope"
7.77,24.24,0.55,47.09,"nope"
10.53,23.63,0.57,96.26,"nope"
8.43,24.81,0.32,40.90,"nope"
6.25,29.37,0.72,25.39,"nope"
7.63,25.00,0.73,35.93,"nope"
8.03,27.25,0.79,45.52,"nope"
10.27,24.01,0.75,67.95,"nope"
11.40,22.94,1.23,77.00,"nope"
6.65,27.95,1.25,31.93,"nope"
13.50,24.34,1.28,118.20,"nope"
8.41,25.19,1.28,37.57,"nope"
9.38,29.15,1.36,26.87,"nope"
7.78,29.47,0.24,32.92,"nope"
7.47,28.49,0.54,49.04,"nope"
16.09,21.88,1.13,194.67,"nope"
16.55,23.48,1.54,87.21,"nope"
11.21,23.89,0.37,89.12,"nope"
10.52,24.63,1.06,68.81,"nope"
9.72,22.73,1.00,40.52,"nope"
10.19,26.14,0.64,31.51,"nope"
11.09,31.17,0.96,31.65,"nope"
7.56,24.45,0.90,46.29,"nope"
9.19,28.96,1.05,32.63,"nope"
11.41,22.92,1.39,58.79,"nope"
9.75,24.94,0.66,75.03,"nope"
8.04,28.00,1.40,34.77,"nope"
8.00,24.55,0.51,32.89,"nope"
1577.55,14.77,14.75,12423.66,"blow"
1807.75,17.40,122.25,16257.68,"blow"
2267.52,20.75,107.73,9622.68,"blow"
2020.73,19.64,170.63,14837.43,"blow"
2063.43,20.05,208.59,11158.08,"blow"
2182.44,21.50,199.25,10732.47,"blow"
2099.27,20.18,79.52,11663.41,"blow"
1952.29,19.49,167.43,12151.07,"blow"
2456.61,22.47,221.50,7870.81,"blow"
2143.16,19.79,72.01,10873.67,"blow"
2306.94,21.45,207.39,9412.64,"blow"
2067.38,19.18,127.19,11894.08,"blow"
2045.46,17.21,64.04,10445.79,"blow"
1960.83,19.97,104.36,12102.26,"blow"
1998.13,20.61,140.92,7956.62,"blow"
1687.32,20.64,20.88,7592.94,"blow"
2207.76,20.13,161.57,10710.41,"blow"
2074.67,20.06,142.70,8883.54,"blow"
2343.92,21.19,284.72,12802.77,"blow"
2055.98,19.07,204.89,12555.91,"blow"
1737.19,20.69,107.69,10682.17,"blow"
2281.17,20.20,163.29,9147.29,"blow"
2051.77,19.27,213.13,9740.99,"blow"
7.96,24.46,0.84,34.89,"nope"
7.74,26.31,0.34,31.10,"nope"
9.04,25.00,1.09,50.76,"nope"
8.82,25.33,0.81,41.94,"nope"
12.70,24.37,1.47,63.00,"nope"
11.36,26.28,0.52,69.58,"nope"
10.18,25.28,1.22,48.30,"nope"
7.78,27.86,0.60,28.21,"nope"
6.59,26.49,0.84,33.46,"nope"
7.15,27.93,0.41,34.89,"nope"
9.56,25.64,0.59,41.83,"nope"
10.38,24.16,1.39,52.25,"nope"
7.81,26.51,0.26,31.98,"nope"
7.33,29.84,1.60,37.46,"nope"
6.55,28.16,0.93,37.52,"nope"
11.71,26.15,1.03,53.57,"nope"
11.43,21.19,1.04,191.25,"nope"
10.03,23.69,1.06,68.81,"nope"
9.07,28.36,0.94,37.62,"nope"
1744.28,17.62,120.95,12068.20,"blow"
2053.34,19.93,196.83,14210.66,"blow"
2120.09,19.08,249.42,11305.41,"blow"
2013.51,19.77,89.57,13332.82,"blow"
1913.61,20.93,79.50,13128.89,"blow"
2250.74,21.38,238.82,11182.68,"blow"
2247.67,18.87,138.99,9712.48,"blow"
2304.22,21.40,216.32,10788.36,"blow"
2385.69,21.71,192.12,11247.36,"blow"
2137.09,20.08,49.24,10513.48,"blow"
1906.24,20.70,112.05,13462.62,"blow"
2177.34,21.82,167.06,11186.78,"blow"
1854.34,18.79,147.61,15512.59,"blow"
1911.26,19.56,238.34,13481.42,"blow"
1899.83,18.50,34.82,12834.86,"blow"
2052.87,22.46,106.90,11530.83,"blow"
2143.01,20.23,163.69,11918.71,"blow"
2018.69,20.52,140.45,10372.71,"blow"
1784.89,18.39,168.87,10682.99,"blow"
2032.95,19.30,199.56,12380.97,"blow"
1764.75,18.52,68.55,8484.96,"blow"
1882.09,18.64,87.20,7819.73,"blow"
1795.96,19.50,109.06,7807.68,"blow"
1739.61,19.95,56.39,10853.55,"blow"
1952.61,18.87,43.14,11511.45,"blow"
2050.07,17.86,63.08,10898.58,"blow"
1687.45,20.65,160.45,14332.50,"blow"
1786.77,18.57,34.95,12377.92,"blow"
10.96,24.71,1.00,42.05,"nope"
8.37,25.63,0.44,35.37,"nope"
8.34,24.99,0.94,33.08,"nope"
13.85,24.53,0.98,65.26,"nope"
10.76,22.72,0.16,57.05,"nope"
11.25,21.44,0.72,98.02,"nope"
11.06,21.90,1.13,68.71,"nope"
10.15,22.57,0.62,48.97,"nope"
9.52,24.04,1.04,31.14,"nope"
7.92,27.43,0.90,23.19,"nope"
15.64,26.62,1.35,57.74,"nope"
7.66,27.00,0.90,40.69,"nope"
6.83,28.28,1.69,31.06,"nope"
8.52,26.73,1.02,46.29,"nope"
10.70,23.38,1.22,137.10,"nope"
10.03,27.02,0.43,52.64,"nope"
9.24,25.42,0.68,38.29,"nope"
6.80,25.70,0.34,32.95,"nope"
8.15,24.28,0.15,60.91,"nope"
6.91,29.06,1.61,32.71,"nope"
12.14,29.29,1.38,54.56,"nope"
10.74,26.58,1.40,40.49,"nope"
10.18,19.44,0.52,125.51,"nope"
7.98,23.33,0.55,59.55,"nope"
6.49,25.56,0.41,39.75,"nope"
8.95,23.25,1.41,43.03,"nope"
10.50,26.19,0.67,38.69,"nope"
10.30,26.85,0.49,36.24,"nope"
11.98,27.34,1.83,41.01,"nope"
13.97,24.73,1.84,94.03,"nope"
11.81,27.86,0.79,49.62,"nope"
8.96,26.86,1.45,26.36,"nope"
11.48,27.50,1.02,38.86,"nope"
1546.26,15.28,137.34,13997.67,"blow"
1580.84,20.98,89.47,8809.59,"blow"
1818.49,18.74,47.63,11971.53,"blow"
2090.85,18.97,187.05,11038.31,"blow"
1661.26,18.36,168.39,10372.42,"blow"
1715.07,20.08,208.98,11110.10,"blow"
1720.41,17.80,7.87,8674.93,"blow"
1766.88,17.06,129.83,12413.07,"blow"
1742.68,18.30,54.53,7574.46,"blow"
1818.09,18.52,115.01,9114.62,"blow"
1516.30,19.14,88.88,12553.40,"blow"
1611.40,17.57,98.45,14547.69,"blow"
1989.25,21.19,288.32,8889.91,"blow"
1694.95,18.66,77.00,9137.27,"blow"
1894.56,19.69,110.94,14807.76,"blow"
2151.52,18.24,70.60,10965.68,"blow"
2098.44,19.71,106.12,12391.61,"blow"
2085.91,18.94,216.59,13151.10,"blow"
1312.15,14.41,22.59,8691.19,"blow"
1899.42,19.14,175.86,10334.83,"blow"
2111.57,18.98,63.59,11370.56,"blow"
1936.73,17.80,169.05,12896.89,"blow"
1521.25,18.67,80.21,8814.41,"blow"
1886.28,18.00,50.16,8685.66,"blow"
1947.69,17.59,42.69,13428.43,"blow"
7.73,25.98,1.06,27.13,"nope"
8.15,28.55,0.58,42.88,"nope"
7.92,23.37,0.81,51.51,"nope"
9.77,24.66,0.50,55.17,"nope"
8.58,23.65,0.60,43.52,"nope"
7.79,25.41,1.02,37.51,"nope"
8.00,27.16,1.35,27.72,"nope"
8.55,24.16,1.08,52.65,"nope"
8.98,21.14,0.78,42.31,"nope"
8.55,24.77,0.83,41.14,"nope"
7.81,23.77,0.28,41.66,"nope"
11.21,22.45,0.84,64.27,"nope"
7.15,26.22,0.53,29.85,"nope"
8.93,25.55,0.31,32.67,"nope"
8.25,29.14,1.94,34.69,"nope"
9.53,21.94,0.70,61.08,"nope"
14.06,20.82,1.09,110.73,"nope"
11.90,25.52,1.40,70.40,"nope"
11.71,24.51,1.64,92.80,"nope"
